artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
COLUMN,dav_facturaplanilla.idempresa,Column dav_facturaplanilla.idempresa declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idempresa`.","[""DB-COLUMN-44CD44C898A74B""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.idusuario,Column dav_facturaplanilla.idusuario declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idusuario`.","[""DB-COLUMN-7145C643FFAF1A""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.origenedicion,Column dav_facturaplanilla.origenedicion declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.origenedicion`.","[""DB-COLUMN-BAEBADB61DC38B""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.fechaanulacion,Column dav_facturaplanilla.fechaanulacion declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechaanulacion`.","[""DB-COLUMN-76FF92BF81A275""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.idusuarioanulacion,Column dav_facturaplanilla.idusuarioanulacion declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idusuarioanulacion`.","[""DB-COLUMN-35EDABB7BCFCC8""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.motivo,Column dav_facturaplanilla.motivo declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.motivo`.","[""DB-COLUMN-030EDF5E2D4BEE""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.pf_uid,Column dav_facturaplanilla.pf_uid declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.pf_uid`.","[""DB-COLUMN-B15CAB8452F291""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.idcasos_rel,Column dav_facturaplanilla.idcasos_rel declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idcasos_rel`.","[""DB-COLUMN-DB9740BA5BFB44""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.nroplanilla_rel,Column dav_facturaplanilla.nroplanilla_rel declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con planilla o documento operativo/financiero generado. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.nroplanilla_rel`.","[""DB-COLUMN-F7AD6914D5B796""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.listaAsignacionesOVP,Column dav_facturaplanilla.listaAsignacionesOVP declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.listaAsignacionesOVP`.","[""DB-COLUMN-38746D17352056""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.errorOVP,Column dav_facturaplanilla.errorOVP declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.errorOVP`.","[""DB-COLUMN-31D42BD402E43D""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.outIdOrdenFactura,Column dav_facturaplanilla.outIdOrdenFactura declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.outIdOrdenFactura`.","[""DB-COLUMN-2FD4231E9E37F0""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.outNumeroFactura,Column dav_facturaplanilla.outNumeroFactura declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con factura o documento economico/comercial. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.outNumeroFactura`.","[""DB-COLUMN-6E0C4D378DDFFA""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.outCodigoDeControl,Column dav_facturaplanilla.outCodigoDeControl declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.outCodigoDeControl`.","[""DB-COLUMN-862B4AD29C6A4F""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.outNumeroAutorizacion,Column dav_facturaplanilla.outNumeroAutorizacion declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.outNumeroAutorizacion`.","[""DB-COLUMN-A337E2A816F2BA""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.errorOVPFact,Column dav_facturaplanilla.errorOVPFact declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.errorOVPFact`.","[""DB-COLUMN-40D0E569324B26""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.cobrado,Column dav_facturaplanilla.cobrado declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.cobrado`.","[""DB-COLUMN-944042EBE54AA1""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.fechaenvioplanilla,Column dav_facturaplanilla.fechaenvioplanilla declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechaenvioplanilla`.","[""DB-COLUMN-929E5209EC4B15""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.destinoenvioplanilla,Column dav_facturaplanilla.destinoenvioplanilla declared as varchar(50) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Ubicacion geografica/logistica usada para rutas, aduanas, origen/destino o reporteria. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(50) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.destinoenvioplanilla`.","[""DB-COLUMN-841C9A1FCA1EE7""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.medioenvioplanilla,Column dav_facturaplanilla.medioenvioplanilla declared as varchar(80) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo de negocio relacionado con planilla o documento operativo/financiero generado. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(80) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.medioenvioplanilla`.","[""DB-COLUMN-5DEF7F53F8B63D""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.idmensajero,Column dav_facturaplanilla.idmensajero declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idmensajero`.","[""DB-COLUMN-89E2EE30F1E983""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.recepcionplanilla,Column dav_facturaplanilla.recepcionplanilla declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.recepcionplanilla`.","[""DB-COLUMN-F01E65FF9597D8""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.fecharecepcionplanilla,Column dav_facturaplanilla.fecharecepcionplanilla declared as datetime,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: datetime.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fecharecepcionplanilla`.","[""DB-COLUMN-F3F3CAE1CB447F""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.fecharetornoplanilla,Column dav_facturaplanilla.fecharetornoplanilla declared as date,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: date.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fecharetornoplanilla`.","[""DB-COLUMN-88DAF1FF60501B""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.observacionesretornoplanilla,Column dav_facturaplanilla.observacionesretornoplanilla declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.observacionesretornoplanilla`.","[""DB-COLUMN-71FCBD1B6C76A5""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.fechaobservacionesretornoplanilla,Column dav_facturaplanilla.fechaobservacionesretornoplanilla declared as date,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Fecha de evento, hito, emision, recepcion, vencimiento o registro operacional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: date.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.fechaobservacionesretornoplanilla`.","[""DB-COLUMN-348D17E3BF3A51""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.terceros,Column dav_facturaplanilla.terceros declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.terceros`.","[""DB-COLUMN-CC04E7F9022879""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.adjuntoterceros,Column dav_facturaplanilla.adjuntoterceros declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.adjuntoterceros`.","[""DB-COLUMN-7F6322BA35ADE2""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.email,Column dav_facturaplanilla.email declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Correo electronico o dato de envio/notificacion; debe tratarse como dato personal o canal sensible. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.email`.","[""DB-COLUMN-602CB76719F179""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.leyenda,Column dav_facturaplanilla.leyenda declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.leyenda`.","[""DB-COLUMN-A8C771D10C8705""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.cuf,Column dav_facturaplanilla.cuf declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.cuf`.","[""DB-COLUMN-7A235A15E34072""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.cufd,Column dav_facturaplanilla.cufd declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.cufd`.","[""DB-COLUMN-9A7D2B3058936D""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.urlDocumento,Column dav_facturaplanilla.urlDocumento declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.urlDocumento`.","[""DB-COLUMN-10DC63BA95FCEC""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_facturaplanilla.NombreDocumentoPDF,Column dav_facturaplanilla.NombreDocumentoPDF declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.NombreDocumentoPDF`.","[""DB-COLUMN-2B88D1FCDB5DC4""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.NombreDocumentoXML,Column dav_facturaplanilla.NombreDocumentoXML declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Texto descriptivo visible para usuarios, reportes o catalogos funcionales. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.NombreDocumentoXML`.","[""DB-COLUMN-005A6EBBBC4691""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.codigoTipoDocumentoIdentidad,Column dav_facturaplanilla.codigoTipoDocumentoIdentidad declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Clasificador funcional usado para aplicar reglas, filtros o variantes de pantalla. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.codigoTipoDocumentoIdentidad`.","[""DB-COLUMN-267A7F28CBB090""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_facturaplanilla.complemento,Column dav_facturaplanilla.complemento declared as varchar(10) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(10) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.complemento`.","[""DB-COLUMN-08D5334B493880""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.codigoDocumentoSector,Column dav_facturaplanilla.codigoDocumentoSector declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.codigoDocumentoSector`.","[""DB-COLUMN-D01698B42D7A39""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_facturaplanilla.municipio,Column dav_facturaplanilla.municipio declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.municipio`.","[""DB-COLUMN-A14BAAAD6873F9""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.telefono,Column dav_facturaplanilla.telefono declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Telefono de contacto; dato personal usado para coordinacion o notificacion. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.telefono`.","[""DB-COLUMN-962553BDA71946""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.direccion,Column dav_facturaplanilla.direccion declared as varchar(255) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Direccion fisica o ubicacion de contacto/sucursal; dato personal/empresarial sensible. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(255) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.direccion`.","[""DB-COLUMN-4A50AE9FD1B499""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.documentoXML,Column dav_facturaplanilla.documentoXML declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Referencia a archivo, ruta, URL o documento asociado a expediente/soporte. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.documentoXML`.","[""DB-COLUMN-E131F61B37A5E5""]",dav,DOCUMENT_OR_FILE_REFERENCE
COLUMN,dav_facturaplanilla.codigoEmision,Column dav_facturaplanilla.codigoEmision declared as varchar(10) CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Campo legacy cuyo significado se debe confirmar por pantalla, consulta SQL o datos productivos. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: varchar(10) CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.codigoEmision`.","[""DB-COLUMN-EE50EB1E8AF379""]",dav,BUSINESS_DATA
COLUMN,dav_facturaplanilla.observaciones,Column dav_facturaplanilla.observaciones declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.observaciones`.","[""DB-COLUMN-C7119A9F49F9A2""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.idmotivoanulacion,Column dav_facturaplanilla.idmotivoanulacion declared as int,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador tecnico o referencia a otra entidad; si apunta a otra tabla funciona como clave de relacion funcional. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: int.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.idmotivoanulacion`.","[""DB-COLUMN-304E8B03AA3372""]",dav,PERSONAL_OR_CONTACT_DATA
COLUMN,dav_facturaplanilla.motivo_anulacion,Column dav_facturaplanilla.motivo_anulacion declared as text CHARACTER SET latin1,"En `dav_facturaplanilla`, campo opcional o nullable del dominio dav. Identificador fiscal o personal usado para reconocimiento legal/tributario. Se interpreta dentro de: planilla o documento operativo/financiero generado, factura o documento economico/comercial. Tipo fisico: text CHARACTER SET latin1.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar significado funcional, reglas y uso en pantalla/reporte de `dav_facturaplanilla.motivo_anulacion`.","[""DB-COLUMN-92D8A8BD044C0C""]",dav,PERSONAL_OR_CONTACT_DATA
