table	source	line	evidence_id	technical_description	business_description	description_source	validation_status	owner_domain	lifecycle	pii	active_status	read_references	write_references	usage_status
ocr_dex_documentos	.data_base/asgard.sql	12954	DB-TABLE-A3F5B03A322FC5	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento, documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
ocr_dex_items	.data_base/asgard.sql	12971	DB-TABLE-D60FCA387225FA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
ocr_dex_otros_documentos	.data_base/asgard.sql	13020	DB-TABLE-BF34F8F7353548	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento, documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
ocr_lecturas	.data_base/asgard.sql	13037	DB-TABLE-365E83B63D01EA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	2	USED
ocr_parte_recepcion	.data_base/asgard.sql	13048	DB-TABLE-1603550684D557	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	1	USED
ocr_prm_atlantes	.data_base/asgard.sql	13069	DB-TABLE-2ADE3438E6BEC7	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa captura/extraccion automatica desde documento. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
onboarding_log	.data_base/asgard.sql	13086	DB-TABLE-E700712EE4A5A0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	AUDIT_LOG	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
param_cliente_depositos_especiales	.data_base/asgard.sql	13103	DB-TABLE-F0304A2A74333E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa cliente/tenant propietario de la operacion o filtro de visibilidad. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
param_cliente_otros	.data_base/asgard.sql	13120	DB-TABLE-C32DFD30EDFE58	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa cliente/tenant propietario de la operacion o filtro de visibilidad. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
param_depositos_especiales	.data_base/asgard.sql	13137	DB-TABLE-5D41CE1C001D4D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
param_depositos_especiales_contactos	.data_base/asgard.sql	13167	DB-TABLE-9F3739E239F6BE	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
param_depositos_especiales_documentos	.data_base/asgard.sql	13186	DB-TABLE-94EBFFF4990EA4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
param_otros	.data_base/asgard.sql	13206	DB-TABLE-25D992B5CBA966	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
param_otros_contactos	.data_base/asgard.sql	13236	DB-TABLE-434096BBF1D0E5	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
param_otros_documentos	.data_base/asgard.sql	13255	DB-TABLE-F76363F6AD4059	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_base_datos	.data_base/asgard.sql	13275	DB-TABLE-FB13F673E2BB6C	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_embarque	.data_base/asgard.sql	13325	DB-TABLE-37C697C2E29D1E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa embarque o movimiento logistico/aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	TRANSACTIONAL_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_gestion_packings	.data_base/asgard.sql	13339	DB-TABLE-E88B6A73AC473D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_marca_prefijo	.data_base/asgard.sql	13382	DB-TABLE-D85B4B5FCD057B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_modalidad_destino	.data_base/asgard.sql	13395	DB-TABLE-593FEFD061CE64	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
part_motivoreprogramacion	.data_base/asgard.sql	13405	DB-TABLE-78CA5A3A648A60	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
part_planificacion_partida	.data_base/asgard.sql	13415	DB-TABLE-8899C0A3633369	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa partida o linea declarativa dentro de un tramite aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_archivo	.data_base/asgard.sql	13431	DB-TABLE-BE83336A9412F0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_camiones_imcruz	.data_base/asgard.sql	13484	DB-TABLE-24FB1C5A81C1EF	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_carpetas_aperturadas	.data_base/asgard.sql	13500	DB-TABLE-05BD01625DAD14	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_cbn_documentos	.data_base/asgard.sql	13518	DB-TABLE-C10805267396A5	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio documentos: Gestion documental, archivos, OCR y soportes operativos. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	documentos	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_cbn_embarques	.data_base/asgard.sql	13536	DB-TABLE-5AFF46961A8EEC	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa embarques o movimientos logisticos/aduaneros, embarque o movimiento logistico/aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_cbn_pedidos	.data_base/asgard.sql	13598	DB-TABLE-FC31DA3C14399B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_consolidado_iasa	.data_base/asgard.sql	13615	DB-TABLE-6FD860B49376E4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_aduanero_tipo1	.data_base/asgard.sql	13647	DB-TABLE-AA260E4B4855F1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_aduanero_tipo2	.data_base/asgard.sql	13685	DB-TABLE-9F123A67B8071A	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_aduanero_tipo3	.data_base/asgard.sql	13710	DB-TABLE-C64C2B8A506DD9	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_aduanero_tipo4	.data_base/asgard.sql	13736	DB-TABLE-7B3D78B43D04C4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_iasa	.data_base/asgard.sql	13759	DB-TABLE-9AB8E4323D62BB	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_iasa_ge	.data_base/asgard.sql	13803	DB-TABLE-5E45EA529B9D63	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_control_reemplazos_iasa	.data_base/asgard.sql	13837	DB-TABLE-A84AB0C1094100	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_controlaps	.data_base/asgard.sql	13872	DB-TABLE-43B9B6B5D37729	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_costos_logisticos_imcruz	.data_base/asgard.sql	13888	DB-TABLE-FCC8F4F157E26D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa costos, gastos o valores economicos asociados a la operacion, costo, gasto o valor economico asociado a la operacion. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	1	USED
pbi_facturacion	.data_base/asgard.sql	13967	DB-TABLE-9D669327843D56	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa factura o documento economico/comercial. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_financiero	.data_base/asgard.sql	13983	DB-TABLE-46C3A6D1D9B46D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	0	USED
pbi_imcruz	.data_base/asgard.sql	14003	DB-TABLE-628034928D09A6	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
pbi_imcruzv2	.data_base/asgard.sql	14044	DB-TABLE-DC4A78B094FD82	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio transversal: Tabla transversal o legacy sin prefijo funcional inequivoco. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	transversal	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
